ENSG	rep_01|CDS	rep_01|5utr	rep_01|3utr	rep_01|5utr|3utr	rep_01|intron	rep_01|intergenic	rep_01|noncoding_exon	rep_01|noncoding_intron
ENSG00000237851.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000225193.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.28238	NaN|0.00000
ENSG00000254681.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000228477.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.48333	NaN|0.00000
ENSG00000272370.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000159733.9	1.2222|0.99251	NaN|0.48333	1.6510|1.24163	NaN|0.00000	0.7828|4.08395	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000220785.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000125409.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000034063.9	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.0708|5.40080	0.2578|0.53847
ENSG00000101446.7	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000140575.8	0.9470|6.61420	NaN|0.00000	-1.9928|0.00000	NaN|0.00000	-0.1430|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000254673.1	1.2725|1.90668	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.0490|0.03520	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000106992.13	1.4286|1.38167	NaN|0.00000	NaN|0.48333	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000167074.10	NaN|0.00000	NaN|0.00000	NaN|0.63216	NaN|0.00000	-0.3490|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000143479.11	NaN|1.38364	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.5554|0.00000
ENSG00000261014.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000223861.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000119514.5	1.7441|2.72730	NaN|0.00000	NaN|0.48333	NaN|0.00000	-0.0860|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000254209.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000108510.5	1.6021|43.79580	NaN|0.00000	0.5921|0.78418	NaN|0.00000	-0.1749|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000234602.3	NaN|0.28238	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000206052.6	2.4446|2.38716	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.6896|47.10220	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000260326.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000085832.12	1.9140|14.31184	NaN|0.00000	-1.1563|0.00000	NaN|0.00000	0.5908|4.28347	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000261118.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000249199.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000237152.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.48333	0.8221|1.52271
ENSG00000251569.1	2.4446|2.38716	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.9457|1.18929	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000269711.1	NaN|0.00000	NaN|0.00000	4.6510|5.98355	NaN|0.00000	NaN|0.28238	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000236758.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000121690.5	2.3291|3.15513	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.6510|0.32772	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000081842.13	NaN|0.00000	NaN|0.00000	NaN|0.48333	NaN|0.00000	1.7331|26.24508	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000259813.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000149781.8	NaN|0.48333	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000226690.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.2466|1.30570
ENSG00000039560.9	0.9525|2.68495	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.9368|10.40461	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000251629.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.8933|0.00000
ENSG00000111775.2	NaN|0.00000	NaN|0.00000	NaN|0.28238	NaN|0.00000	NaN|0.28238	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000173404.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000101745.11	2.0232|41.59042	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.0532|10.95276	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000162032.11	1.6827|2.51144	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000254318.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000167881.10	1.1656|4.60055	NaN|0.00000	0.3291|0.11080	NaN|0.00000	-0.3606|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000169957.8	1.3797|6.69452	NaN|0.00000	1.3291|1.94416	NaN|0.00000	4.0295|2.38716	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000270689.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000248787.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000259318.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.48333	NaN|0.00000
ENSG00000135709.8	NaN|0.28238	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.5714|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000244306.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.3686|3.00010	1.1713|14.41375
ENSG00000243081.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000260804.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000197372.5	1.9677|16.42672	NaN|0.00000	NaN|1.14788	NaN|0.00000	0.6440|1.38429	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000181555.15	1.4394|52.56804	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.3647|2.84158	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000242536.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000271774.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.0357|0.00000
ENSG00000214940.4	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000112195.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000137312.10	1.0353|1.75454	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.5635|0.51599	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000228935.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000139579.8	1.2222|0.99251	NaN|0.00000	NaN|0.48333	NaN|0.00000	NaN|0.03807	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000105677.7	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000268975.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.28238	-0.6709|0.00000
ENSG00000237886.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|1.30545	NaN|0.63216
ENSG00000228983.4	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000172071.7	2.2766|4.10010	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.6017|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000213908.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000176148.11	1.7816|5.76820	NaN|0.48333	NaN|1.30545	NaN|0.00000	0.7661|2.86793	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000238164.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000215529.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-2.7864|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000236634.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000260803.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.28238	NaN|0.32017
ENSG00000187741.10	1.0471|11.04067	NaN|0.00000	3.0660|5.98355	NaN|0.00000	0.2535|1.17688	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000200278.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000178096.8	NaN|0.48333	NaN|0.00000	NaN|1.14788	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000138686.5	1.6219|4.85060	NaN|0.00000	NaN|0.48333	NaN|0.00000	0.2312|0.36013	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000188636.3	NaN|0.63216	NaN|0.48333	0.8437|0.89918	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000172613.3	0.8437|0.47197	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.4286|1.38167	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000233476.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000259205.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.6916|3.83499	1.9140|2.31845
ENSG00000270113.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000256066.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000197779.9	0.9457|1.18929	NaN|0.00000	0.7441|0.62011	NaN|0.00000	0.3595|0.57633	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000264546.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000260505.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000240521.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000225334.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000257359.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000115414.14	0.2374|0.39372	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.7215|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000099991.12	0.9891|9.26900	NaN|0.48333	NaN|0.00000	NaN|0.00000	0.1382|0.46821	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000234592.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000229628.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000128274.11	NaN|1.30545	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000255201.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000135686.8	1.8437|2.45359	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.0660|0.64689	NaN|0.00000
ENSG00000240405.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000233871.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000144867.7	0.7765|0.61979	NaN|0.00000	NaN|1.14788	NaN|0.00000	-0.4594|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000180279.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000128805.10	0.4546|0.23389	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.3042|19.24652	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000053770.7	1.4286|1.38167	NaN|0.00000	NaN|1.30545	NaN|0.00000	1.0858|2.82408	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000260139.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000120913.19	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000260345.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000229313.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000239732.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.2035|0.83062	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000269131.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000177324.9	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-3.3714|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000163873.5	NaN|0.28238	NaN|0.00000	NaN|0.48333	NaN|0.00000	-1.3365|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000205212.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000179603.13	NaN|0.28238	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.3615|2.03307	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000213976.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.3880|2.13414	2.3077|9.89056
ENSG00000250102.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000200972.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.7685|0.00000	NaN|0.00000
ENSG00000272034.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	2.9290|35.11484	NaN|0.00000
ENSG00000129270.11	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000267642.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000230323.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.1684|0.00000
ENSG00000256071.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000179091.4	0.6916|0.62368	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.9140|1.68533	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000109171.10	1.6730|3.48868	NaN|0.00000	NaN|0.63216	NaN|0.00000	-0.2219|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000142546.9	0.5097|0.38758	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.1945|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000224188.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000255400.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000128510.6	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000239961.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000228643.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.66364
ENSG00000084628.5	NaN|0.00000	NaN|0.00000	NaN|0.48333	NaN|0.00000	-3.1945|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000229262.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000233571.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.8076|22.25002
ENSG00000187461.5	NaN|0.00000	NaN|0.00000	NaN|0.48333	NaN|0.00000	0.5921|0.50317	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000249112.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000179988.9	2.7885|2.39031	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.05367	NaN|0.00000	NaN|0.00000	0.4446|0.24590
ENSG00000120306.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.5251|0.00000	NaN|0.00000	NaN|0.00000	-0.4903|0.00000
ENSG00000117245.8	1.0946|2.05652	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.6004|0.91108	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000152022.7	3.1364|3.25801	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.3230|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000228639.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000273155.1	1.2677|1.75870	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.2442|0.24843	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000143933.12	1.7010|8.95311	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.3551|0.64109	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000234504.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-2.4783|0.00000
ENSG00000166126.6	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000187140.4	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000138771.10	1.0210|1.21593	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.0224|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000196933.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000179163.11	NaN|1.38364	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000236714.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000259239.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000170298.11	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000188393.4	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000265693.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000198643.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000109189.8	1.8437|2.45359	NaN|0.00000	1.1592|1.12384	NaN|0.00000	0.0321|0.00567	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000224982.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000267746.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000213412.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000177294.6	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000198901.9	1.2692|25.55914	NaN|0.00000	0.2360|0.10599	NaN|0.00000	0.3067|0.58119	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000256739.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000025770.14	0.9890|3.80374	NaN|0.00000	NaN|0.28238	NaN|0.00000	0.5604|0.66406	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000040633.8	0.7250|0.88840	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.6510|0.32772	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000117222.9	1.1771|3.45303	NaN|0.00000	1.4071|1.68784	NaN|0.00000	0.1958|0.17203	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000244227.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000164715.5	1.0660|3.55270	NaN|0.28238	-0.5189|0.00000	NaN|0.00000	0.7620|4.17005	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000264007.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000238625.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000260257.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
